book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1069,114,5,2025,134,2,47,2016,38,3
2212,332,6,20239,277,8,24,2010,20,7
2235,63,2,29163,567,1,20,2013,144,1
83,63,2,26533,485,1,50,2008,31,2
1150,324,2,629,626,4,15,2006,35,7
169,214,7,23263,165,3,4,2017,9,3
2895,304,6,5912,372,10,32,2016,150,4
1300,54,1,10214,442,9,34,2018,83,1
1844,189,4,13782,208,4,21,2009,85,5
2869,214,2,29720,390,3,38,2019,106,6
645,365,9,2080,638,8,45,2004,149,4
2041,446,9,3654,83,6,39,2013,20,1
2364,158,10,8199,344,6,22,2021,103,5
2681,43,8,9562,87,8,21,2007,121,7
2697,148,8,19771,670,9,9,2003,104,2
2607,405,6,17506,418,7,28,2015,137,6
408,8,3,16531,566,4,38,2003,53,2
2692,102,6,4198,579,1,16,2015,21,3
2358,405,2,19359,572,4,38,2014,130,3
49,257,2,20407,303,7,11,2018,145,4
2698,41,3,24166,112,1,8,2013,21,7
1107,376,3,26522,322,1,39,2010,27,7
2978,137,2,4553,140,1,18,2000,115,4
411,222,6,9671,210,8,20,2019,75,2
3000,76,1,8978,532,9,9,2001,78,6
1253,386,9,10519,429,6,45,2011,93,5
1043,62,9,16953,688,4,38,2008,18,6
2933,97,5,5228,610,6,30,2015,56,2
2345,229,7,17914,143,2,13,2020,130,7
1831,63,3,15156,506,3,31,2020,183,7
1764,89,3,14385,690,5,4,2004,84,7
662,4,10,11575,591,6,20,2004,72,4
2012,301,4,9039,201,2,25,2003,69,5
1733,77,1,28645,700,5,43,2012,156,7
693,404,9,14197,272,3,46,2018,185,7
2015,285,1,13762,433,4,35,2006,173,1
2915,8,1,14028,559,3,4,2018,42,5
2376,223,7,9930,431,8,27,2014,133,1
2159,389,1,24841,500,4,41,2002,33,2
2510,271,1,26800,661,2,50,2019,24,1
2250,191,3,7382,696,3,2,2003,195,5
1028,281,3,19909,305,7,47,2006,9,5
112,161,6,4368,134,4,2,2015,9,2
655,372,4,27394,228,3,29,2010,95,2
45,242,5,28598,344,9,41,2014,119,4
2273,176,6,5110,309,9,46,2015,94,3
387,183,3,24951,604,9,40,2011,187,6
1991,245,6,2695,364,7,43,2009,49,6
703,65,1,3829,326,3,29,2010,186,3
74,38,2,23034,544,3,32,2013,53,1
943,151,1,26087,217,5,8,2010,113,1
2075,306,10,28184,548,1,47,2005,37,2
1139,280,7,27574,664,7,19,2008,94,2
270,41,8,23962,588,5,22,2017,160,2
1149,436,4,19377,362,9,20,2002,150,1
2701,136,4,1704,656,9,7,2008,187,4
978,385,8,28133,305,9,36,2006,101,4
906,234,7,9218,675,8,3,2020,172,6
2405,388,8,12937,360,5,31,2021,175,2
913,20,5,10502,377,2,39,2013,89,6
731,285,2,23867,525,9,40,2020,190,1
725,384,10,13728,427,6,20,2005,194,7
2631,311,1,20408,301,10,4,2000,121,5
2724,217,8,3099,609,9,2,2010,140,7
2386,377,1,14232,216,6,6,2018,195,4
1576,189,4,1339,671,4,6,2019,39,4
1061,385,6,18063,513,9,32,2021,140,1
287,163,1,1807,112,3,47,2011,102,3
961,111,1,18073,311,1,44,2007,117,2
2789,336,2,5187,287,2,49,2008,198,3
2934,67,4,10675,398,7,5,2003,85,1
1132,409,9,24065,131,5,8,2009,170,7
1269,170,3,8928,336,3,45,2000,107,1
293,264,8,1958,502,10,23,2010,197,7
2784,96,2,12812,542,1,16,2005,65,7
1349,249,3,22826,448,4,34,2017,143,2
373,409,10,15126,529,4,15,2007,109,2
956,438,7,3861,93,1,31,2009,136,7
1803,344,5,24899,490,9,35,2006,122,5
532,139,9,21539,191,9,50,2000,187,7
1017,7,4,18581,166,2,20,2001,108,1
487,406,7,21729,152,2,40,2020,6,4
1453,401,8,10681,353,10,44,2013,44,7
1960,23,6,15219,262,5,48,2018,3,2
1914,142,10,6126,357,10,3,2016,51,7
1180,137,5,25506,416,4,25,2000,161,7
500,7,6,3128,261,8,41,2000,127,5
232,377,6,11551,306,2,11,2010,11,7
142,7,9,28809,589,9,20,2018,54,2
1752,27,3,9487,272,1,10,2002,1,4
360,346,2,19977,282,9,30,2002,51,7
1340,412,8,14605,336,10,21,2017,72,1
1659,311,4,29963,216,4,6,2005,41,1
328,177,5,17611,645,3,15,2021,1,6
1503,423,7,24681,385,7,27,2002,91,6
1038,241,5,22191,647,5,31,2017,155,1
778,259,6,16953,129,4,31,2000,68,5
570,216,1,25289,397,9,5,2017,28,6
2709,169,8,6397,223,10,36,2008,81,7
1194,77,4,23857,409,9,13,2013,136,5
1499,26,1,29663,269,6,40,2007,46,4
1988,220,9,25929,210,7,37,2018,188,6
2906,363,7,7511,366,7,13,2006,14,2
116,59,9,12802,180,7,23,2003,42,4
113,185,1,7402,463,2,46,2010,155,5
2584,410,3,6183,322,6,40,2002,135,1
31,207,10,19282,546,6,31,2020,125,4
71,58,5,20805,480,7,18,2019,73,1
1503,144,3,12782,513,7,35,2000,47,2
948,159,10,16379,263,2,35,2003,136,1
2909,60,5,19252,658,9,45,2001,173,1
816,291,2,22394,83,1,43,2008,28,5
1304,355,10,14591,385,1,26,2002,169,3
2878,434,4,25479,615,1,21,2013,111,5
1924,305,7,9105,139,8,3,2003,97,4
988,410,2,12654,630,1,28,2002,48,7
2785,24,2,11125,452,6,40,2004,51,4
548,194,7,16825,254,4,16,2015,146,3
2008,442,2,2342,374,1,36,2021,47,7
790,19,3,2144,507,8,12,2011,98,3
902,417,10,341,158,2,5,2009,56,1
34,281,10,22554,627,6,32,2008,162,1
1506,247,4,12849,138,5,46,2007,175,2
1593,213,5,7093,637,9,32,2021,130,2
1369,300,2,27929,693,3,33,2003,200,4
602,121,2,4506,307,8,44,2014,145,2
2508,23,7,21016,394,7,46,2014,58,3
2428,345,10,24495,522,8,3,2011,42,4
721,142,2,7307,211,6,17,2007,186,5
845,246,3,1956,625,4,10,2017,93,1
765,44,4,24334,356,3,50,2017,184,3
2865,34,6,26073,587,8,27,2011,17,5
2854,28,4,14430,211,5,33,2000,146,4
1586,275,7,28381,345,9,12,2005,152,4
1829,127,9,13653,268,4,37,2020,7,2
17,97,2,27367,618,10,29,2016,163,4
2250,290,1,4426,106,10,43,2000,154,4
2479,276,2,26301,449,5,26,2007,105,1
994,394,4,1825,596,10,10,2016,159,7
1632,285,3,29362,158,4,49,2005,192,7
1905,173,8,6533,657,5,33,2007,49,3
2821,111,3,443,499,10,6,2010,86,3
2754,143,7,3350,593,5,50,2007,115,5
1495,280,9,22874,534,4,25,2013,129,3
67,178,7,14386,693,1,37,2002,100,3
1097,312,3,6191,94,9,14,2008,73,4
1901,267,6,25721,227,8,33,2004,96,2
2003,347,8,29583,442,1,48,2019,128,7
2366,399,8,21222,651,5,43,2011,101,2
2276,332,6,16006,452,5,47,2006,173,3
1064,137,3,13059,582,10,38,2003,142,1
1414,367,6,12169,283,10,12,2002,152,5
2129,372,7,27638,377,5,1,2014,99,6
1626,185,10,26578,436,4,44,2009,174,7
1301,236,4,9337,365,9,26,2016,37,2
2699,189,10,9034,361,4,35,2008,178,2
202,355,5,28487,256,3,26,2013,38,5
1215,385,1,4363,527,2,21,2018,76,2
2597,368,5,18960,403,8,38,2019,170,6
2989,217,5,24299,648,6,44,2016,70,1
1396,173,6,10410,640,5,6,2014,64,7
2737,420,3,17477,304,1,36,2016,178,4
1795,59,2,10163,201,3,43,2012,67,7
70,343,3,15284,171,6,27,2007,87,7
997,96,10,1422,335,10,40,2002,132,5
2690,246,1,5422,610,5,6,2004,149,7
1824,61,1,10544,541,10,37,2000,171,7
1328,220,2,6015,413,9,2,2003,86,2
2898,286,6,21634,546,3,22,2003,75,5
2995,352,2,9343,686,8,41,2013,86,7
1991,14,8,27197,504,5,29,2020,79,3
2033,421,8,24252,346,8,48,2010,13,2
18,127,4,21023,133,3,47,2013,10,4
2387,234,5,24365,263,9,44,2002,151,4
36,1,5,20134,575,4,21,2019,49,2
196,254,7,19180,200,2,37,2017,115,2
2301,433,7,1989,158,5,21,2019,197,4
1733,304,5,25364,427,4,16,2020,5,7
700,397,2,19590,694,3,27,2002,36,7
1596,248,9,10734,206,9,42,2003,193,1
2300,376,5,16185,505,8,31,2018,144,3
833,410,1,631,475,1,25,2002,24,6
1308,124,8,14707,416,3,17,2008,105,4
2374,44,1,4887,255,7,15,2011,57,4
723,210,8,8867,485,3,3,2016,4,4
179,62,10,4238,628,9,27,2013,3,4
2194,426,6,21814,293,1,13,2000,23,3
9,300,10,5577,589,3,42,2009,58,3
2852,261,5,5166,327,7,42,2012,180,3
2298,422,7,924,99,2,27,2017,153,7
2950,71,7,14328,393,3,12,2010,8,6
1026,268,6,27763,589,3,4,2003,85,2
1543,19,10,8759,660,9,7,2012,106,1
1024,260,6,4143,421,1,46,2003,105,5
1442,367,5,14560,608,3,3,2021,58,3
1651,20,2,3239,563,9,25,2002,95,4
298,46,3,14941,248,6,39,2001,165,7
1280,309,6,24896,601,8,48,2008,10,4
2134,448,6,21456,322,6,41,2018,22,4
493,404,4,24453,656,9,7,2005,30,7
1841,66,2,17403,445,10,23,2016,168,3
2475,274,4,14329,631,4,43,2014,140,3
1275,441,3,5449,409,1,38,2016,26,2
672,403,1,23850,493,6,26,2002,147,4
1284,109,4,11176,201,2,46,2016,22,3
2028,252,2,12189,365,4,21,2011,127,6
997,43,6,26900,231,1,4,2010,179,5
1970,329,1,29817,220,9,34,2000,68,4
2523,177,10,44,680,3,14,2012,125,3
2051,70,10,16442,476,9,38,2004,166,3
2295,224,7,28394,288,7,48,2006,42,5
791,252,10,10456,588,8,4,2015,72,1
1339,52,8,5900,455,10,16,2003,83,7
2007,379,1,15631,463,10,16,2013,96,1
1378,69,7,18523,299,7,34,2013,79,4
2489,370,8,14693,398,9,37,2003,66,7
2098,68,10,24239,319,2,11,2008,179,4
860,88,9,5660,190,7,27,2013,151,5
2971,393,10,8751,523,9,8,2020,196,2
1978,62,2,2567,86,7,20,2001,84,6
908,322,3,16391,354,10,12,2003,143,7
397,326,3,24166,503,9,40,2002,77,3
1482,444,9,23991,181,9,24,2019,89,7
413,93,7,15779,428,7,11,2010,197,5
2171,285,2,26791,643,5,29,2019,169,7
242,258,4,2038,254,5,25,2008,42,1
1334,335,2,10904,224,6,42,2014,144,7
1790,161,4,15659,572,5,45,2007,16,7
2681,5,9,2195,361,7,30,2009,187,4
167,443,2,6460,416,3,41,2019,166,4
558,177,8,13411,238,5,37,2017,170,5
2902,220,8,1525,380,5,22,2021,95,1
1549,191,9,6391,107,10,35,2003,162,4
2213,311,3,14976,266,2,37,2009,150,5
2693,78,6,21233,616,3,26,2012,197,5
1234,162,3,18571,349,6,43,2013,136,2
2810,163,3,26991,529,9,41,2000,128,3
638,202,3,6433,442,3,7,2016,121,2
346,335,4,2411,289,10,18,2010,159,4
2722,6,4,1122,359,9,10,2013,157,3
403,449,3,20724,557,4,28,2002,31,4
841,73,10,19870,475,9,18,2005,51,3
2038,271,1,14453,376,1,14,2003,9,5
2781,156,10,3078,346,3,36,2020,83,2
1951,64,3,9411,201,2,38,2021,9,5
1599,253,5,24654,255,7,13,2012,192,5
303,345,7,26793,259,4,32,2002,178,7
2544,335,1,22008,570,8,39,2002,52,6
1450,147,5,23278,207,7,48,2012,104,3
1600,13,10,21875,267,6,3,2009,8,1
2671,328,1,17777,593,1,13,2011,125,7
2992,99,10,8813,577,4,18,2014,92,6
2887,299,10,29597,529,2,3,2006,99,2
970,372,10,12032,483,10,8,2007,4,6
1669,35,7,6218,526,7,13,2007,38,4
2296,51,10,10628,197,2,43,2008,145,7
992,260,6,5095,111,1,37,2001,48,6
401,415,9,10317,668,5,37,2008,115,2
138,269,4,22560,530,8,24,2001,123,3
934,361,8,19968,692,5,48,2009,69,5
2420,394,8,383,658,3,1,2009,78,5
2613,199,1,16466,235,3,5,2018,107,5
2976,327,8,10143,399,4,12,2010,162,5
1260,184,1,8427,298,4,42,2019,14,2
310,146,4,474,312,9,12,2008,173,4
1586,198,4,8157,537,2,38,2011,199,6
438,345,2,313,384,2,14,2018,182,7
2537,122,8,16777,550,4,35,2018,52,7
2959,44,7,21977,335,9,34,2012,29,4
1442,431,5,23550,588,3,30,2011,6,2
526,112,2,27406,90,9,38,2005,86,7
2659,315,7,7798,568,10,34,2008,51,5
280,392,5,18018,653,1,22,2005,195,6
2977,446,5,15463,184,1,42,2004,149,1
2245,279,5,6136,225,10,17,2010,65,3
1930,110,6,27278,491,1,37,2013,31,3
2978,332,6,482,650,3,47,2011,57,6
878,306,2,27177,137,9,50,2020,19,6
2550,12,8,10232,616,9,22,2019,46,2
2713,348,9,14875,340,5,36,2012,88,7
972,89,1,10647,123,1,31,2013,178,3
1616,423,3,8861,118,8,21,2017,135,4
1524,391,6,4348,111,1,13,2013,63,1
2394,257,4,24963,289,7,13,2006,30,4
2265,251,10,13824,547,1,18,2008,198,3
14,402,6,4442,591,2,39,2020,1,6
688,68,8,5495,194,5,39,2006,165,1
591,367,5,18220,531,9,24,2021,180,1
2905,436,2,17692,584,10,37,2014,31,4
2708,179,9,12385,526,4,33,2018,99,4
1605,387,1,7577,566,5,2,2006,186,4
1609,359,6,27954,513,8,20,2005,161,4
971,202,9,16343,470,8,9,2002,35,4
641,33,10,21069,279,5,26,2021,72,6
2894,34,2,6319,414,3,17,2013,196,1
332,406,10,18686,678,5,32,2016,24,6
1171,267,3,13043,188,10,7,2019,34,4
2038,155,9,17990,629,1,9,2004,156,7
2315,282,1,14271,641,6,25,2007,38,5
1570,356,3,12970,175,6,39,2013,69,1
1592,345,4,15177,91,5,36,2018,25,7
358,324,1,22748,306,5,46,2008,41,1
1584,32,9,2867,393,6,28,2009,167,4
1878,277,4,8096,147,7,7,2008,104,4
1375,325,1,16944,264,10,26,2011,7,3
1946,130,4,13231,328,6,40,2020,107,2
2672,205,3,11426,355,8,11,2014,160,6
1488,205,1,4346,458,7,24,2002,66,1
475,226,4,16642,549,2,41,2005,76,5
2707,404,6,3342,513,4,13,2011,24,6
1032,46,2,27669,143,8,25,2016,178,3
1674,79,8,9522,129,3,44,2017,79,2
1312,148,4,21771,492,2,49,2008,18,3
1353,447,6,1835,453,10,41,2003,11,2
1853,13,8,8910,511,3,20,2006,98,4
1985,416,2,7275,367,10,33,2021,54,6
608,324,6,13675,690,8,40,2017,148,1
2229,271,5,26506,126,3,48,2014,144,6
226,304,1,21060,459,4,29,2014,183,1
2889,95,7,14521,296,2,49,2008,84,7
77,273,3,19829,378,3,25,2005,146,7
135,394,7,6808,382,5,21,2016,57,5
1140,196,2,8587,534,5,6,2004,6,7
728,298,10,4100,448,4,2,2004,163,5
1202,234,2,19307,491,1,35,2007,153,1
1247,75,9,9364,320,2,27,2002,146,7
2846,352,8,18955,663,1,7,2008,26,2
2240,399,1,17298,483,5,26,2013,18,1
617,399,9,29450,481,9,20,2003,160,7
2019,317,10,3293,302,4,45,2020,162,6
1246,247,1,2076,398,6,23,2006,137,2
1639,383,4,17454,412,8,36,2008,147,4
2165,377,7,24802,301,10,4,2002,199,3
2462,401,3,6314,545,8,39,2001,98,2
309,249,10,29081,570,10,34,2006,145,5
1496,142,2,1561,288,10,31,2009,187,7
2574,450,7,11173,94,8,24,2017,93,3
1602,117,8,10174,216,10,21,2009,78,2
283,86,10,5900,567,7,12,2000,127,6
330,163,3,9072,582,8,24,2010,95,6
564,357,3,3123,118,9,50,2015,111,2
2473,172,9,17226,247,5,34,2013,12,6
939,397,1,8476,93,2,19,2001,116,1
1157,415,4,4883,159,5,21,2014,158,1
2968,104,3,29511,599,8,35,2001,30,7
1412,185,3,5492,564,9,15,2012,59,2
791,331,3,19239,517,1,45,2017,114,5
1922,358,1,271,174,2,8,2016,114,1
835,328,8,25914,528,10,7,2011,26,2
2919,92,1,968,453,6,42,2000,58,6
1101,354,1,29239,622,7,6,2012,138,4
548,326,3,10984,170,10,39,2009,125,5
1610,323,2,13375,612,9,41,2021,105,7
1509,402,3,23347,156,3,31,2012,97,7
2029,444,1,25914,134,3,22,2007,114,4
1979,190,3,7498,250,10,2,2011,124,2
1939,148,8,12094,285,6,43,2004,167,7
1927,209,10,632,660,4,39,2006,164,7
2891,324,3,2181,328,5,44,2012,188,2
1570,424,8,19358,405,3,41,2011,16,4
2882,301,2,29874,572,9,10,2009,124,3
1774,145,4,22084,140,2,31,2013,197,3
1279,220,9,17776,111,2,32,2010,82,2
2543,103,5,9960,430,7,50,2011,191,6
2021,446,5,4294,359,4,34,2013,2,4
2710,337,1,12879,376,6,50,2002,13,4
37,164,10,12343,437,1,37,2011,79,2
1823,30,3,29226,319,5,17,2001,69,6
490,245,2,18953,101,3,13,2000,129,1
1203,234,10,15050,203,2,42,2018,101,2
195,175,2,16380,602,7,19,2005,45,4
1741,374,2,11894,446,3,10,2014,54,4
2734,321,5,15923,416,4,28,2004,81,3
538,294,10,18889,180,6,47,2021,126,7
2072,329,10,24941,516,5,29,2015,159,4
811,224,8,7023,447,2,11,2013,191,2
811,13,4,15836,126,2,21,2011,45,3
1581,128,9,1240,108,2,42,2014,172,3
1083,179,5,8578,321,6,10,2020,154,7
1312,66,10,17062,271,6,41,2004,131,7
1013,228,3,20999,170,6,25,2019,149,1
637,330,2,20211,211,9,4,2016,85,1
2239,394,2,7466,453,7,24,2018,138,3
481,425,5,11596,443,7,12,2005,28,3
899,134,5,1003,523,7,32,2020,104,5
1801,177,3,21258,675,8,17,2018,3,6
2451,416,9,26084,296,9,34,2002,122,6
1017,248,3,2490,327,9,34,2002,146,7
2566,202,3,18550,224,4,11,2017,49,6
869,270,4,15589,594,8,12,2020,174,4
792,348,6,15648,358,4,1,2012,102,7
1839,168,2,12008,449,3,36,2000,197,3
2915,434,1,5923,472,4,47,2006,149,2
658,410,8,13543,579,4,14,2012,162,6
484,33,2,3316,136,6,22,2006,165,2
769,265,4,859,262,2,42,2001,39,2
1625,89,4,17190,367,9,4,2019,59,7
2345,352,8,22669,405,2,34,2018,166,6
86,5,3,9210,259,2,17,2011,126,7
1389,296,8,26384,570,5,28,2018,166,2
1750,400,5,15004,565,10,37,2000,39,7
1316,39,8,9858,210,10,34,2012,134,1
708,103,6,16942,356,5,23,2009,111,3
49,30,5,4841,480,6,7,2020,187,2
469,278,3,2581,592,5,31,2018,158,3
990,99,1,16746,470,10,15,2000,7,2
262,203,9,10592,104,6,3,2006,135,6
2515,142,5,5175,227,1,11,2015,90,1
2953,322,9,12341,649,9,46,2012,112,4
669,318,3,18452,438,7,33,2010,107,7
2498,270,3,15309,383,2,31,2013,53,1
2730,30,3,13717,433,3,44,2003,7,5
2693,121,2,26756,190,9,24,2016,173,6
430,276,1,5745,350,3,47,2019,173,7
190,34,9,14370,637,6,28,2021,107,6
2724,262,10,17205,386,1,13,2014,53,7
1704,337,7,3613,371,4,45,2007,79,2
280,357,2,10662,667,10,30,2013,167,5
2988,115,7,1636,624,3,12,2014,69,5
871,126,2,2122,404,6,32,2016,194,7
976,393,3,29579,416,1,3,2002,74,2
2086,160,10,26476,391,3,13,2000,2,2
2513,377,10,2986,346,2,31,2003,159,4
16,354,8,1479,547,4,48,2013,192,5
2950,345,4,11093,397,1,30,2016,198,2
198,295,1,19272,617,7,1,2011,187,3
102,133,2,18506,432,9,31,2017,75,5
2930,1,8,15301,410,2,30,2000,59,7
231,407,10,6496,174,3,32,2013,51,5
906,196,7,16606,388,1,22,2009,120,3
708,298,5,16794,436,9,39,2010,132,5
1141,387,4,28184,104,6,41,2007,72,6
97,93,1,28754,415,1,39,2005,18,2
2878,118,8,823,390,7,6,2002,111,7
872,58,6,16926,146,6,48,2013,126,5
456,237,10,22959,305,6,37,2016,6,6
2081,244,5,2304,294,10,30,2000,3,2
1805,40,2,12,536,8,37,2020,172,3
2821,135,4,5542,342,9,18,2014,91,4
2525,39,1,25369,115,5,18,2000,1,4
385,76,1,28135,154,4,13,2015,20,3
2928,179,5,11141,494,1,40,2021,45,6
743,438,4,1049,292,2,28,2014,143,4
1983,67,10,26761,215,10,13,2002,1,7
384,198,8,661,251,8,40,2009,114,6
457,133,1,27630,488,4,31,2020,136,2
645,95,9,3610,384,5,1,2018,4,2
2461,103,3,10342,154,1,29,2019,183,5
225,100,2,19558,427,10,1,2012,66,3
1709,434,8,23061,669,9,3,2018,169,4
1166,205,4,24597,644,3,29,2019,11,3
2930,55,9,1169,151,2,18,2012,120,1
1874,53,9,2075,499,10,20,2005,173,5
737,335,9,10061,264,2,4,2011,121,3
34,213,6,13448,233,8,46,2001,173,7
1762,338,1,24483,354,3,33,2005,129,4
2121,86,1,6753,422,6,8,2002,198,1
609,57,1,18955,277,6,23,2005,42,6
2866,357,5,3327,129,2,7,2004,158,4
2704,100,6,7724,648,4,18,2002,135,3
2531,373,8,15228,377,8,45,2015,194,6
2531,88,2,22486,472,4,38,2014,106,3
1222,156,5,6854,277,8,7,2016,6,7
2951,190,8,28814,340,6,28,2004,57,7
740,141,9,7575,191,7,42,2011,186,6
701,257,7,19948,527,1,8,2004,91,5
2417,424,4,11357,575,10,42,2003,98,4
593,56,3,10890,269,4,29,2002,52,4
1944,60,9,28547,448,10,45,2001,92,3
918,115,1,12348,694,2,17,2009,41,1
1678,196,3,16148,442,5,27,2003,195,3
1250,196,7,656,641,5,29,2015,24,6
1335,207,6,22037,283,5,24,2021,130,7
1605,308,5,20404,429,7,4,2004,3,2
1238,18,4,8143,352,9,32,2016,149,6
58,441,7,29601,638,2,8,2003,153,6
2309,329,10,3365,400,10,30,2016,182,2
2159,42,1,7914,231,2,30,2018,145,3
1246,192,3,4468,573,3,15,2019,133,2
643,275,7,18336,195,2,32,2021,124,6
550,126,7,15874,356,1,44,2013,162,3
39,444,3,5575,465,1,44,2019,19,2
2860,20,8,1993,653,8,20,2008,73,6
2401,285,4,12884,408,3,37,2006,8,5
1710,74,1,13887,179,6,43,2013,92,4
2681,449,7,17804,87,1,34,2016,200,6
1533,429,7,6921,144,6,21,2019,141,1
422,45,1,28500,477,6,8,2009,82,6
1297,427,10,1865,500,10,14,2006,59,1
1984,248,5,29782,427,8,24,2004,170,7
1561,143,1,5712,443,2,42,2016,132,2
471,423,6,22606,525,10,10,2020,8,3
1640,177,9,6313,203,7,50,2007,78,1
2952,238,2,18748,85,9,15,2009,191,7
2530,184,7,9874,397,10,9,2006,81,5
1935,286,1,27621,584,3,43,2018,125,1
2875,102,6,2030,541,3,11,2005,166,5
84,180,6,12464,286,10,27,2014,85,5
2673,356,7,5233,547,8,4,2008,149,1
1082,197,8,28494,79,10,4,2004,98,7
2314,367,3,5065,369,4,12,2000,9,4
1476,357,3,9077,75,4,1,2007,90,4
2950,322,6,13555,682,6,42,2008,1,5
195,412,2,16349,238,5,41,2008,111,4
2327,171,10,14608,165,7,15,2010,24,2
462,268,8,1727,680,3,4,2014,65,6
2614,370,2,25180,571,2,16,2009,8,1
2095,61,9,7940,151,2,41,2012,183,6
921,265,4,23724,623,1,23,2003,131,1
943,55,5,12564,466,10,37,2008,16,6
1450,402,5,17055,237,6,2,2004,83,3
1044,417,2,24689,307,8,31,2009,63,4
2769,64,6,971,137,8,13,2000,199,3
766,27,6,14215,210,2,28,2018,15,1
1543,357,1,8423,611,9,25,2013,116,5
661,273,4,29153,76,10,49,2021,29,1
2554,362,4,21230,451,10,37,2014,1,3
691,332,5,14944,291,1,33,2005,196,1
975,196,3,23734,94,4,21,2016,60,5
2227,39,10,4513,591,6,32,2006,110,4
2843,331,7,8361,479,3,46,2019,199,5
874,230,5,9037,108,4,32,2016,68,1
2550,291,4,20672,614,8,15,2014,31,3
925,133,9,27974,167,7,28,2008,56,4
1971,216,9,19584,107,4,23,2006,190,5
2292,411,1,18024,90,9,30,2017,141,4
1095,424,9,25922,200,7,35,2003,97,2
346,136,8,13855,246,8,19,2018,51,6
1998,261,2,11861,97,1,22,2015,158,7
360,116,2,2217,139,4,15,2012,70,6
682,74,5,8126,403,4,13,2011,154,3
2136,114,5,26241,504,1,43,2003,193,4
2551,268,3,7159,658,3,31,2011,145,7
2780,145,8,19360,497,3,34,2005,98,6
1049,413,10,14035,241,3,45,2012,27,4
960,35,3,5593,299,9,50,2000,193,6
1494,281,4,9511,595,9,36,2004,55,6
1354,159,1,16866,268,10,23,2009,13,1
1258,427,4,6765,375,3,3,2011,119,3
1158,364,9,9547,128,5,21,2004,104,7
2952,94,10,6852,474,9,34,2001,71,1
186,395,6,4126,516,1,6,2018,95,5
2098,14,5,14712,569,9,26,2016,33,7
1237,119,4,489,667,10,20,2014,148,1
1801,139,8,8151,550,2,31,2001,8,3
319,360,9,21940,369,6,10,2017,148,7
1135,38,1,23072,232,7,35,2007,75,2
1196,126,2,14429,643,3,3,2018,171,6
1427,239,4,17807,519,5,21,2006,142,7
2341,190,3,16795,389,10,21,2017,198,5
2806,138,3,10845,619,5,12,2012,47,6
1902,26,4,28666,497,10,32,2001,59,7
1123,246,3,20024,534,6,36,2007,26,7
651,87,1,22514,217,7,33,2012,141,7
1413,78,4,10043,645,10,30,2012,179,1
2982,162,3,8076,510,9,6,2019,151,2
288,272,4,27049,177,10,23,2006,180,7
2232,139,9,18323,399,5,23,2015,69,7
1673,334,1,2528,441,3,36,2020,24,1
466,41,7,26156,442,6,30,2002,169,1
765,323,6,21750,123,1,3,2007,182,4
270,249,2,25164,411,3,16,2012,46,6
1029,435,3,20656,149,3,1,2004,48,4
1886,71,1,24937,654,1,40,2018,47,6
610,407,5,4920,173,6,6,2001,180,5
2851,186,4,10238,371,8,38,2013,158,1
1147,81,7,11820,472,7,20,2020,77,1
1069,30,7,11964,402,5,37,2011,141,2
605,91,3,1235,271,8,25,2020,66,4
1831,274,5,25070,326,5,11,2013,2,6
927,25,2,745,251,6,42,2020,34,4
1794,89,6,18392,350,1,28,2000,150,6
2926,103,5,6319,402,9,26,2008,14,2
2812,249,6,7189,619,1,15,2011,166,7
778,427,9,7581,95,5,29,2009,175,3
335,101,4,4895,220,10,1,2002,69,6
500,413,2,22947,180,2,42,2007,32,6
1837,232,4,13117,114,10,35,2014,165,3
1664,385,8,697,388,5,21,2013,30,4
2934,383,8,13898,194,8,33,2005,185,2
2029,305,5,9541,623,2,36,2011,184,4
101,17,7,14698,186,7,50,2013,22,7
594,130,1,11578,167,3,21,2002,173,2
1829,196,9,12670,237,5,15,2001,90,1
1452,142,7,6859,356,8,19,2005,103,6
742,149,7,14000,609,3,32,2019,183,3
1639,372,9,9640,323,5,42,2021,11,1
1433,146,6,26599,111,7,31,2006,19,6
2838,213,9,28948,325,6,16,2006,3,5
1649,160,4,24722,145,2,46,2012,151,1
2809,224,1,16811,584,9,31,2019,110,7
516,46,10,5046,168,5,22,2008,191,1
2533,362,10,16146,136,8,33,2015,79,1
1667,362,1,23825,175,8,17,2010,101,4
2369,160,8,17661,623,8,29,2020,129,3
620,1,4,9671,545,4,25,2007,128,4
2338,360,2,22178,569,10,15,2009,109,4
2297,363,1,2093,369,9,44,2016,137,4
612,348,7,10876,680,2,18,2013,173,2
1884,123,1,373,671,7,20,2004,74,1
2703,30,10,5024,185,2,43,2000,165,5
1556,153,7,5702,178,8,46,2002,153,4
1112,413,6,25950,139,4,4,2004,72,7
1112,424,9,3893,129,7,15,2017,42,5
573,172,5,1173,581,10,9,2003,39,2
1373,207,7,28747,342,10,32,2009,48,1
2140,435,7,1305,153,5,31,2010,13,2
607,316,8,402,284,7,32,2018,97,3
1157,341,8,13934,219,6,21,2017,128,6
166,137,5,20325,519,5,32,2001,142,4
2987,259,4,16812,445,1,5,2015,179,4
1514,164,5,18602,231,7,43,2013,140,2
485,58,9,17649,646,1,16,2017,120,2
2035,180,1,5933,173,8,8,2015,167,6
724,114,1,29153,223,2,38,2007,180,3
131,431,10,5801,75,6,41,2018,193,6
